,date,0,1,2,3,4,0,0
211,2021-08-17 05:00:00,0.0,0.0,0.0,0.0,0.0,0.5,6.9705358
212,2021-08-17 06:00:00,0.0,0.0,0.0,0.0,0.0,134.528,6.9705358
213,2021-08-17 07:00:00,0.0,0.0,0.0,0.0,0.0,0.5,6.9705358
214,2021-08-17 08:00:00,0.0,0.0,0.0,0.0,0.0,0.5,6.9705358
215,2021-08-17 09:00:00,215.0038511837655,0.0,0.0,0.0,0.0,134.583,7.900803
216,2021-08-17 10:00:00,907.7940383314543,125.94249034175336,0.0,0.0,0.0,0.5,9.318246
217,2021-08-17 11:00:00,406.1183855693348,425.05590490341757,0.0,0.0,0.0,70.809,4.8108296
218,2021-08-17 12:00:00,35.83397519729425,440.7987161961367,0.0,0.0,0.0,70.965,5.046317
219,2021-08-17 13:00:00,0.0,314.8562258543834,0.0,0.0,0.0,70.626,3.679662
220,2021-08-17 14:00:00,0.0,31.48562258543834,0.0,0.0,0.0,70.804,6.1463265
221,2021-08-17 15:00:00,0.0,62.97124517087668,0.0,0.0,0.0,0.5,4.0789413
222,2021-08-17 16:00:00,0.0,0.0,0.0,0.0,0.0,0.5,5.1016064
223,2021-08-17 17:00:00,525.5649695603157,125.94249034175336,0.0,0.0,0.0,0.5,7.042626
224,2021-08-17 18:00:00,0.0,15.74281129271917,0.0,0.0,0.0,0.5,4.5879774
225,2021-08-17 19:00:00,0.0,0.0,0.0,0.0,0.0,203.83199999999997,5.0020084
226,2021-08-17 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.4694963
227,2021-08-17 21:00:00,0.0,0.0,0.0,0.0,0.0,70.009,6.2698846
228,2021-08-17 22:00:00,0.0,0.0,0.0,0.0,0.0,70.156,6.4647684
229,2021-08-17 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7.9093604
230,2021-08-18 00:00:00,0.0,0.0,0.0,0.0,0.0,134.583,8.628318
231,2021-08-18 01:00:00,0.0,0.0,0.0,0.0,0.0,0.5,8.714772
232,2021-08-18 02:00:00,0.0,0.0,0.0,0.0,0.0,0.5,9.875628
233,2021-08-18 03:00:00,0.0,141.68530163447252,0.0,0.0,132.43640000000002,0.5,13.678984
234,2021-08-18 04:00:00,0.0,47.2284338781575,0.0,0.0,60.19836363636364,0.5,19.576458
235,2021-08-18 05:00:00,35.83397519729425,2093.7939019316495,0.0,0.0,0.0,0.5,13.262138
236,2021-08-18 06:00:00,0.0,1086.2539791976228,0.0,0.0,0.0,134.583,38.226498
237,2021-08-18 07:00:00,0.0,157.4281129271917,0.0,0.0,0.0,0.5,46.628914
238,2021-08-18 08:00:00,0.0,15.74281129271917,0.0,0.0,0.0,0.5,48.703556
239,2021-08-18 09:00:00,0.0,346.3418484398217,0.0,0.0,0.0,0.5,65.481064
240,2021-08-18 10:00:00,167.22521758737318,676.9408855869242,0.0,0.0,0.0,134.611,60.2076
241,2021-08-18 11:00:00,370.2844103720406,0.0,0.0,0.0,0.0,70.443,55.809517
242,2021-08-18 12:00:00,334.45043517474636,15.74281129271917,0.0,192.63476363636363,0.0,70.254,42.29767
243,2021-08-18 13:00:00,1815.5880766629086,31.48562258543834,0.0,176.5818666666667,0.0,70.237,18.112503
244,2021-08-18 14:00:00,238.89316798196165,0.0,0.0,80.26448484848486,0.0,70.172,11.974877
245,2021-08-18 15:00:00,59.72329199549041,47.2284338781575,0.0,0.0,0.0,0.5,7.964208
246,2021-08-18 16:00:00,0.0,267.62779197622586,0.0,0.0,0.0,0.5,16.151009
247,2021-08-18 17:00:00,0.0,204.6565468053492,0.0,0.0,0.0,134.667,7.025637
248,2021-08-18 18:00:00,0.0,0.0,0.0,0.0,0.0,0.5,11.757746
249,2021-08-18 19:00:00,0.0,15.74281129271917,0.0,0.0,0.0,46.909,12.044898
